index,Category,Organization,Filed,Sub-Docket,Accession,Description,Accession_Num
204,Filed By,Duquesne Light Company,10/12/2021,0,20211012-5578 Go to Doc InfoGo to File List,Comments of Duquesne Light Company under RM21-17.,20211012-5578
205,Filed By,Solar Energy Industries Association,10/12/2021,0,20211012-5580 Go to Doc InfoGo to File List,Comments of Solar Energy Industries Association under RM21-17.,20211012-5580
206,Filed By,ISO New England Inc.,10/12/2021,0,20211012-5581 Go to Doc InfoGo to File List,ISO New England Inc. Comments in Response to the Advanced Notice of Proposed Rulemaking in RM21-17.,20211012-5581
207,Filed By,California Independent System Operator Corporation,10/12/2021,0,20211012-5583 Go to Doc InfoGo to File List,Comments of the California Independent System Operator Corporation under RM21-17,20211012-5583
208,Filed By,CONNECTICUT ATTORNEY GENERAL WILLIAM TONG Connecticut Department of Energy and Environmental Protectio,10/12/2021,0,20211012-5584 Go to Doc InfoGo to File List,Comments of the State Agencies under RM21-17.,20211012-5584
209,Filed By,"DTE Electric Company Alliant Energy Corporate Services, Inc. Consumers Energy Company ,",10/12/2021,0,20211012-5585 Go to Doc InfoGo to File List,"Initial Comments of Alliant Energy Corporation Services, Inc., Consumers Energy Company and DTE Electric Company under RM21-17.",20211012-5585
210,Filed By,Massachusetts Attorney General Maura Healey,10/12/2021,0,20211012-5586 Go to Doc InfoGo to File List,Comments of Massachusetts Attorney General Maura Healey under RM21-17.,20211012-5586
211,Filed By,Berkshire Hathaway Energy Company,10/12/2021,0,20211012-5627 Go to Doc InfoGo to File List,Initial Comments of Berkshire Hathaway Energy Company under RM21-17.,20211012-5627
212,Filed By,Ohio Consumers' Counsel,10/12/2021,0,20211012-5632 Go to Doc InfoGo to File List,Comments of Office of the Ohio Consumers' Counsel under RM21-17,20211012-5632
213,Filed By,"Avangrid, Inc.",10/12/2021,0,20211012-5639 Go to Doc InfoGo to File List,"Initial Comments of Avangrid, Inc. under RM21-17.",20211012-5639
215,Filed By,"Tenaska, Inc.",10/12/2021,0,20211012-5641 Go to Doc InfoGo to File List,"Comments of Tenaska, Inc. on the Advance Notice of Proposed Rulemaking under RM21-17.",20211012-5641
216,Filed By,National Rural Electric Cooperative Association,10/12/2021,0,20211012-5643 Go to Doc InfoGo to File List,Comments of National Rural Electric Cooperative Association under RM21-17.,20211012-5643
217,Filed By,Industrial Customer Organizations,10/12/2021,0,20211012-5653 Go to Doc InfoGo to File List,Joint Comments of the Industrial Customer Organizations under RM21-17.,20211012-5653
220,Filed By,"East Kentucky Power Cooperative, Inc.",10/12/2021,0,20211012-5380 Go to Doc InfoGo to File List,"Comments of East Kentucky Power Cooperative, Inc. under RM21-17.",20211012-5380
223,Filed By,El Paso Electric Company (EPE),10/12/2021,0,20211012-5383 Go to Doc InfoGo to File List,Initial Comments of El Paso Electric Company under RM21-17.,20211012-5383
224,Filed By,Rail Electrification Council,10/12/2021,0,20211012-5384 Go to Doc InfoGo to File List,Comments of the Rail Electrification Council under RM21-17.,20211012-5384
225,Filed By,Six Cities CA,10/12/2021,0,20211012-5386 Go to Doc InfoGo to File List,"Comments of the Cities of Anaheim, Azusa, Banning, Colton, Pasadena, and Riverside, California under RM21-17.",20211012-5386
226,Filed By,Transmission Access Policy Study Group,10/12/2021,0,20211012-5388 Go to Doc InfoGo to File List,Comments of Transmission Access Policy Study Group under RM21-17.,20211012-5388
227,Filed By,American Public Power Association,10/12/2021,0,20211012-5392 Go to Doc InfoGo to File List,Initial Comments of the American Public Power Association under RM21-17.,20211012-5392
230,Filed By,"PJM Interconnection, L.L.C.",10/12/2021,0,20211012-5490 Go to Doc InfoGo to File List,"Initial Comments of PJM Interconnection, L.L.C. under RM21-17.",20211012-5490
232,Filed By,Arizona Corporation Commission,10/12/2021,0,20211012-5453 Go to Doc InfoGo to File List,Notice of Intervention and Comments of the Arizona Corporation Commission under RM21-17.,20211012-5453
234,Filed By,"Handy Law, LLC",10/12/2021,0,20211012-5486 Go to Doc InfoGo to File List,"Comments of Handy Law, LLC under RM21-17.",20211012-5486
235,Filed By,MISO Transmission Owners,10/12/2021,0,20211012-5487 Go to Doc InfoGo to File List,Initial Comments of MISO Transmission Owners under RM21-17.,20211012-5487
236,Filed By,American Council on Renewable Energy,10/12/2021,0,20211012-5488 Go to Doc InfoGo to File List,Comments of the American Council on Renewable Energy under RM21-17.,20211012-5488
237,Filed By,San Diego Gas and Electric Company,10/12/2021,0,20211012-5492 Go to Doc InfoGo to File List,Comments of San Diego Gas and Electric Company under RM21-17.,20211012-5492
238,Filed By,UNION OF CONCERNED SCIENTISTS,10/12/2021,0,20211012-5493 Go to Doc InfoGo to File List,Comments of Union of Concerned Scientists under RM21-17.,20211012-5493
239,Filed By,Consumer Organizations,10/12/2021,0,20211012-5255 Go to Doc InfoGo to File List,Comments of Consumer Organizations under RM21-17.,20211012-5255
241,Filed By,"ENVIRONMENTAL LAW & POLICY CENTER National Audubon Society DEFENDERS OF WILDLIFE , Vote Solar , Center for Renewables Integration , National Wildlife Federation ,",10/13/2021,0,20211013-5058 Go to Doc InfoGo to File List,"Comments of National Audubon Society, Environmental Law and Policy Center, Defenders of Wildlife, National Wildlife Federation, Center for Renewables Integration, and Vote Solar under RM21-17.",20211013-5058
242,Filed By,Missouri Farm Bureau,10/13/2021,0,20211013-5060 Go to Doc InfoGo to File List,Comments of Missouri Farm Bureau under RM21-17.,20211013-5060
243,Filed By,"Potomac Economics, Ltd.",10/13/2021,0,20211013-5052 Go to Doc InfoGo to File List,"Comments of Potomac Economics, Limited under RM21-17.",20211013-5052
244,Filed By,"Ample, Inc.",10/13/2021,0,20211013-5053 Go to Doc InfoGo to File List,Ample Inc. comments on Advance Notice of Proposed Rulemaking RM21-17.,20211013-5053
245,Filed By,The Nature Conservancy,10/13/2021,0,20211013-5069 Go to Doc InfoGo to File List,Comments of The Nature Conservancy under RM21-17.,20211013-5069
246,Filed By,Grid United LLC,10/13/2021,0,20211013-5073 Go to Doc InfoGo to File List,Comments of Grid United LLC under RM21-17.,20211013-5073
248,Filed By,Association of Fish and Wildlife Agencies,10/13/2021,0,20211013-5086 Go to Doc InfoGo to File List,Comments of Association of Fish and Wildlife Agencies under RM21-17.,20211013-5086
249,Filed By,AMERICAN FARMLAND TRUST,10/13/2021,0,20211013-5088 Go to Doc InfoGo to File List,Comments of AMERICAN FARMLAND TRUST under RM21-17.,20211013-5088
250,Filed By,"LS Power Grid, LLC",10/13/2021,0,20211013-5092 Go to Doc InfoGo to File List,"Limited Supplemental Comments of LS Power Grid, LLC under RM21-17.",20211013-5092
252,Filed By,"QCoefficient, Inc. QCOEFFICIENT, INC.",10/14/2021,0,20211014-5011 Go to Doc InfoGo to File List,"Comments of QCoefficient, Inc. on the Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection, etc. under RM21-17.",20211014-5011
253,Filed By,BRIDGELINK INVESTMENTS,10/18/2021,0,20211018-0008 Go to Doc InfoGo to File List,Comments of Bridgelink Investments re The Future of Transmission planning under RM21-17.,20211018-0008
254,Filed By,Individual No Affiliation,10/18/2021,0,20211018-5022 Go to Doc InfoGo to File List,Comments of Mike Holly under RM21-17.,20211018-5022
257,Filed By,"Monitoring Analytics, LLC",11/01/2021,0,20211101-5267 Go to Doc InfoGo to File List,"Comments of the Independent Market Monitor for PJM Interconnection, L.L.C. under RM21-17.",20211101-5267
258,Filed By,Oklahoma Corporation Commission,11/01/2021,0,20211101-5289 Go to Doc InfoGo to File List,Reply Comments of Oklahoma Corporation Commission under RM21-17.,20211101-5289
259,Filed By,American Electric Power Service Corporation,11/02/2021,0,20211102-5148 Go to Doc InfoGo to File List,Pre-Technical Conference Comments of Karman Ali on Behalf of American Electric Power Service Corporation under RM21-17.,20211102-5148
266,Filed By,Office of the Attorney General of Virginia,11/09/2021,0,20211109-5188 Go to Doc InfoGo to File List,Reply Comments of the Virginia Office of the Attorney General under RM21-17.,20211109-5188
267,Filed By,Individual No Affiliation,11/09/2021,0,20211109-5151 Go to Doc InfoGo to File List,Reply Comments of Mike Holly under RM21-17.,20211109-5151
269,Filed By,Individual No Affiliation,11/09/2021,0,20211109-5167 Go to Doc InfoGo to File List,Comments of Brandon Crawford and Law Students under RM21-17.,20211109-5167
270,Filed By,Clean Coalition,11/10/2021,0,20211110-5004 Go to Doc InfoGo to File List,Comments of Clean Coalition under RM21-17..,20211110-5004
272,Filed By,United States Department of Energy - Headquarters,11/10/2021,0,20211110-5173 Go to Doc InfoGo to File List,"Pre-Technical Conference Comments of Michelle Manary, Department of Energy under RM21-17.",20211110-5173
276,Filed By,"Potomac Economics, Ltd.",11/12/2021,0,20211112-5060 Go to Doc InfoGo to File List,"Reply Comments of Potomac Economics, Ltd. under RM21-17.",20211112-5060
277,Filed By,Foundation for Resilient Societies,11/12/2021,0,20211112-5137 Go to Doc InfoGo to File List,Reply Comments of the Foundation for Resilient Societies under RM21-17.,20211112-5137
285,Issued By,"SECRETARY OF THE COMMISSION, FERC",11/17/2021,0,20211117-3070 Go to Doc InfoGo to File List,Notice Inviting Post-Technical Conference Comments re Building for the Future Through Electric Regional Transmission Planning and Cost Allocation and Generator Interconnection under RM21-17.,20211117-3070
287,Filed By,Schulte Associates LLC,11/23/2021,0,20211123-5062 Go to Doc InfoGo to File List,Reply Comments of Power from the Prairie LLC under RM21-17.,20211123-5062
288,Filed By,Maryland Public Service Commission,11/24/2021,0,20211124-5134 Go to Doc InfoGo to File List,Reply Comments of Maryland Public Service Commission under RM21-17.,20211124-5134
289,Filed By,CONNECTICUT ATTORNEY GENERAL WILLIAM TONG Connecticut Department of Energy and Environmental Protectio,11/26/2021,0,20211126-5115 Go to Doc InfoGo to File List,"Reply Comments of Connecticut Attorney General William Tong, et. al. under RM21-17.",20211126-5115
290,Filed By,Clean Energy Buyers Association,11/30/2021,0,20211130-5102 Go to Doc InfoGo to File List,Reply Comments of Clean Energy Buyers Association under RM21-17.,20211130-5102
291,Filed By,Great River Energy,11/30/2021,0,20211130-5052 Go to Doc InfoGo to File List,Reply Comments of Great River Energy under RM21-17.,20211130-5052
292,Filed By,"New York Independent System Operator, Inc.",11/30/2021,0,20211130-5120 Go to Doc InfoGo to File List,"Reply Comments of New York Independent System Operator, Inc. under RM21-17.",20211130-5120
294,Filed By,Ameren Services Company,11/30/2021,0,20211130-5208 Go to Doc InfoGo to File List,Reply Comments of Ameren Services Company under RM21-17.,20211130-5208
295,Filed By,National Rural Electric Cooperative Association,11/30/2021,0,20211130-5210 Go to Doc InfoGo to File List,Reply Comments and Post-Technical Conference Comments of National Rural Electric Cooperative Association under RM21-17.,20211130-5210
296,Filed By,Edison Electric Institute,11/30/2021,0,20211130-5214 Go to Doc InfoGo to File List,Reply Comments of the Edison Electric Institute under RM21-17.,20211130-5214
297,Filed By,"Associated Electric Cooperative, Inc. Dalton Utilities Duke Energy Carolinas, LLC and Duke Energy Progress, LLC , Georgia Transmission Corporation , Louisville Gas and Electric Company and Kentucky Utilities C , Municipal Electric Authority of Georgia , PowerSouth Energy Cooperative , Tennessee Valley Authority , Southern Company Services, Inc. ,",11/30/2021,0,20211130-5224 Go to Doc InfoGo to File List,Reply Comments of the Sponsors of the Southeastern Regional Transmission Planning Process under RM21-17.,20211130-5224
298,Filed By,Northwest & Intermountain Power Producers Coalition,11/30/2021,0,20211130-5226 Go to Doc InfoGo to File List,Reply Comments of Northwest & Intermountain Power Producers Coalition under RM21-17.,20211130-5226
